trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.002, 'e': 0.7425009695308558}",20,0,-68.36132394932959,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
368,False,"{'a': 0.002, 'e': 0.7411597954431091}",25,0,-68.32148152523207,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
369,False,"{'a': 0.002, 'e': 0.7398156567171688}",20,13,10.807503115722238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.002, 'e': 0.7384685587295879}",20,0,-175.47338276854063,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
371,False,"{'a': 0.002, 'e': 0.7371185068687569}",25,0,-161.84558740146818,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
372,False,"{'a': 0.002, 'e': 0.7357655065348812}",20,0,-115.52175777831816,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
373,False,"{'a': 0.002, 'e': 0.7344095631399603}",20,0,-87.32837386017495,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
374,False,"{'a': 0.002, 'e': 0.7330506821077661}",35,3,-122.54768862341258,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 2}",1
375,False,"{'a': 0.002, 'e': 0.7316888688738209}",20,0,-156.9372531960842,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
376,False,"{'a': 0.002, 'e': 0.7303241288853757}",20,0,-3.289442200284674,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
377,False,"{'a': 0.002, 'e': 0.7289564676013889}",20,10,-14.810497787280077,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
378,False,"{'a': 0.002, 'e': 0.7275858904925034}",20,0,4.248429069601806,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.002, 'e': 0.7262124030410263}",25,17,-10.515182564639309,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
380,False,"{'a': 0.002, 'e': 0.7248360107409052}",20,1,-61.59255297784516,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 0}",1
381,False,"{'a': 0.002, 'e': 0.7234567190977075}",30,0,-104.85669593709135,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
382,False,"{'a': 0.002, 'e': 0.7220745336285981}",25,0,-47.949154320656326,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
383,False,"{'a': 0.002, 'e': 0.720689459862317}",20,0,-72.22512897187383,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
384,False,"{'a': 0.002, 'e': 0.7193015033391573}",20,2,-112.66324075049118,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 2}",1
385,False,"{'a': 0.002, 'e': 0.7179106696109434}",20,0,-36.96072136994979,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
386,False,"{'a': 0.002, 'e': 0.7165169642410081}",20,6,-21.58437538143846,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
387,False,"{'a': 0.002, 'e': 0.7151203928041714}",25,3,-129.4632556301159,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 3}",1
388,False,"{'a': 0.002, 'e': 0.7137209608867168}",20,0,-58.57822206874966,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
389,False,"{'a': 0.002, 'e': 0.7123186740863704}",25,2,9.937660100953416,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
390,False,"{'a': 0.002, 'e': 0.7109135380122773}",20,0,-52.62367267133095,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
391,False,"{'a': 0.002, 'e': 0.7095055582849801}",20,9,-45.977105079279355,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
392,False,"{'a': 0.002, 'e': 0.7080947405363958}",20,5,-39.383218587673866,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
393,False,"{'a': 0.002, 'e': 0.7066810904097935}",20,0,-95.13053424253057,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
394,False,"{'a': 0.002, 'e': 0.7052646135597718}",25,0,-60.845106253401966,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
395,False,"{'a': 0.002, 'e': 0.7038453156522362}",20,2,-73.32935490273185,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
396,False,"{'a': 0.002, 'e': 0.7024232023643764}",20,6,-55.96077649867592,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
397,False,"{'a': 0.002, 'e': 0.7009982793846437}",20,0,-89.78620480087402,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
398,False,"{'a': 0.002, 'e': 0.699570552412728}",30,0,-109.01191812136715,"{0: 19, 1: 1, 2: 9, 3: 0, 4: 1}",1
399,False,"{'a': 0.002, 'e': 0.6981400271595357}",25,0,-42.94738637720517,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
400,False,"{'a': 0.002, 'e': 0.6967067093471655}",30,0,-120.97280441335715,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
401,False,"{'a': 0.002, 'e': 0.6952706047088868}",25,0,-220.71225654414908,"{0: 12, 1: 1, 2: 8, 3: 0, 4: 4}",0
402,False,"{'a': 0.002, 'e': 0.6938317189891162}",30,2,-208.94922785178784,"{0: 15, 1: 0, 2: 9, 3: 1, 4: 3}",1
403,False,"{'a': 0.002, 'e': 0.6923900579433949}",25,18,5.511061893362077,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.002, 'e': 0.6909456273383651}",20,0,-68.38347447071158,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
405,False,"{'a': 0.002, 'e': 0.6894984329517471}",20,0,-212.86607787476996,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 4}",0
406,False,"{'a': 0.002, 'e': 0.6880484805723165}",20,8,-50.10232705954691,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
407,False,"{'a': 0.002, 'e': 0.6865957759998812}",30,0,-90.81497789632667,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
408,False,"{'a': 0.002, 'e': 0.6851403250452572}",20,9,-72.63294109720458,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 2}",1
409,False,"{'a': 0.002, 'e': 0.6836821335302466}",20,2,-49.36125415754729,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 1}",1
410,False,"{'a': 0.002, 'e': 0.6822212072876136}",25,0,-31.71320198666492,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
411,False,"{'a': 0.002, 'e': 0.6807575521610609}",25,0,-31.482204835717525,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
412,False,"{'a': 0.002, 'e': 0.6792911740052073}",20,0,-10.069748009401037,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
413,False,"{'a': 0.002, 'e': 0.6778220786855633}",20,3,-86.6680105612392,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
414,False,"{'a': 0.002, 'e': 0.6763502720785085}",20,1,-68.67279306261068,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
415,False,"{'a': 0.002, 'e': 0.6748757600712672}",20,1,-25.044264658066176,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
416,False,"{'a': 0.002, 'e': 0.6733985485618852}",20,9,-53.787327225627415,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
417,False,"{'a': 0.002, 'e': 0.671918643459207}",25,14,18.539448548614423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.002, 'e': 0.6704360506828508}",25,0,-13.6889205705603,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
419,False,"{'a': 0.002, 'e': 0.6689507761631859}",30,8,-55.72814526319015,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
420,False,"{'a': 0.002, 'e': 0.6674628258413082}",20,10,-13.07894538684719,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
421,False,"{'a': 0.002, 'e': 0.665972205669017}",25,5,-74.75005115581935,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
422,False,"{'a': 0.002, 'e': 0.6644789216087912}",25,2,-91.28497806022055,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 2}",1
423,False,"{'a': 0.002, 'e': 0.662982979633765}",20,0,-28.104558873400787,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
424,False,"{'a': 0.002, 'e': 0.6614843857277041}",20,0,-45.06504359076924,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
425,False,"{'a': 0.002, 'e': 0.6599831458849822}",20,11,0.5204851647418978,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.002, 'e': 0.6584792661105568}",20,6,-18.471199040967118,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
427,False,"{'a': 0.002, 'e': 0.656972752419945}",25,0,-150.3790321055602,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
428,False,"{'a': 0.002, 'e': 0.6554636108391995}",30,15,-40.580360220753306,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
429,False,"{'a': 0.002, 'e': 0.6539518474048845}",20,6,-21.185518205531835,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
430,False,"{'a': 0.002, 'e': 0.6524374681640519}",20,0,-95.43071316846651,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
431,False,"{'a': 0.002, 'e': 0.6509204791742165}",20,0,-20.10011415506268,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
432,False,"{'a': 0.002, 'e': 0.6494008865033324}",30,0,-49.70627695345572,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
433,False,"{'a': 0.002, 'e': 0.647878696229768}",25,1,-34.53424048813351,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
434,False,"{'a': 0.002, 'e': 0.6463539144422826}",20,3,3.491358547180111,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
435,False,"{'a': 0.002, 'e': 0.6448265472400012}",20,3,2.895838084533203,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
436,False,"{'a': 0.002, 'e': 0.6432966007323907}",20,12,-32.2800832012726,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
437,False,"{'a': 0.002, 'e': 0.6417640810392349}",35,0,-128.78353855496985,"{0: 24, 1: 1, 2: 7, 3: 2, 4: 1}",0
438,False,"{'a': 0.002, 'e': 0.6402289942906106}",25,4,-106.42529895797338,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 2}",1
439,False,"{'a': 0.002, 'e': 0.6386913466268629}",20,11,1.1470893580506347,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.002, 'e': 0.6371511441985802}",25,17,-1.0601623864617766,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.002, 'e': 0.6356083931665704}",20,0,-64.63818148743148,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
442,False,"{'a': 0.002, 'e': 0.6340630997018352}",25,0,-44.08708078493377,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
443,False,"{'a': 0.002, 'e': 0.6325152699855466}",20,0,-77.11535700091262,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
444,False,"{'a': 0.002, 'e': 0.6309649102090216}",25,0,-99.24745194414051,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
445,False,"{'a': 0.002, 'e': 0.6294120265736969}",25,0,-43.25788187272891,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
446,False,"{'a': 0.002, 'e': 0.6278566252911052}",20,14,9.647438495395676,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.002, 'e': 0.6262987125828494}",20,0,-162.29208706892973,"{0: 9, 1: 0, 2: 9, 3: 0, 4: 2}",0
448,False,"{'a': 0.002, 'e': 0.6247382946805784}",25,15,-2.968718244095775,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.002, 'e': 0.6231753778259617}",20,5,-25.537488370761537,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
450,False,"{'a': 0.002, 'e': 0.6216099682706645}",30,18,-21.063499855080288,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
451,False,"{'a': 0.002, 'e': 0.620042072276323}",20,0,-38.75202490644292,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
452,False,"{'a': 0.002, 'e': 0.6184716961145192}",20,3,-20.971261778601928,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
453,False,"{'a': 0.002, 'e': 0.6168988460667556}",25,0,-63.29293225355397,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
454,False,"{'a': 0.002, 'e': 0.6153235284244302}",35,2,-3.2115445970341536,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 0}",1
455,False,"{'a': 0.002, 'e': 0.6137457494888116}",20,9,-12.352350474399682,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
456,False,"{'a': 0.002, 'e': 0.6121655155710133}",20,11,-47.643594757339336,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
457,False,"{'a': 0.002, 'e': 0.6105828329919689}",25,0,-75.64459920400503,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
458,False,"{'a': 0.002, 'e': 0.6089977080824067}",20,9,-46.98188121758902,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 0}",1
459,False,"{'a': 0.002, 'e': 0.6074101471828243}",25,0,-165.6329757373078,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
460,False,"{'a': 0.002, 'e': 0.6058201566434629}",20,11,16.348049371103436,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.002, 'e': 0.6042277428242827}",25,0,-111.33934327281435,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
462,False,"{'a': 0.002, 'e': 0.6026329120949369}",35,0,-134.6597840296429,"{0: 24, 1: 1, 2: 8, 3: 0, 4: 2}",0
463,False,"{'a': 0.002, 'e': 0.6010356708347461}",20,12,-15.163961856884844,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.002, 'e': 0.5994360254326734}",25,0,-98.22169975728437,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
465,False,"{'a': 0.002, 'e': 0.5978339822872982}",20,10,-43.10348457504442,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 0}",1
466,False,"{'a': 0.002, 'e': 0.596229547806791}",25,0,-14.305411163153584,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
467,False,"{'a': 0.002, 'e': 0.5946227284088876}",20,6,-44.11555609542501,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
468,False,"{'a': 0.002, 'e': 0.5930135305208634}",20,14,-17.72965255120406,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
469,False,"{'a': 0.002, 'e': 0.5914019605795077}",25,0,-2.5164464107797544,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
470,False,"{'a': 0.002, 'e': 0.5897880250310983}",20,0,-32.61165073064967,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
471,False,"{'a': 0.002, 'e': 0.588171730331375}",20,0,-66.04281584490529,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
472,False,"{'a': 0.002, 'e': 0.5865530829455148}",20,6,-25.30314545321558,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
473,False,"{'a': 0.002, 'e': 0.5849320893481048}",30,7,2.3543593100092712,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
474,False,"{'a': 0.002, 'e': 0.5833087560231173}",20,0,-38.28822300147436,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
475,False,"{'a': 0.002, 'e': 0.5816830894638835}",20,8,-0.7048386936015936,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
476,False,"{'a': 0.002, 'e': 0.5800550961730674}",20,0,-14.21914148340499,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
477,False,"{'a': 0.002, 'e': 0.57842478266264}",25,0,-69.749128572859,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
478,False,"{'a': 0.002, 'e': 0.5767921554538532}",20,0,-30.1925309207431,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
479,False,"{'a': 0.002, 'e': 0.5751572210772137}",25,0,-77.3685235496256,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
480,False,"{'a': 0.002, 'e': 0.5735199860724567}",20,14,-2.1703118179730527,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.002, 'e': 0.5718804569885202}",25,0,-80.42277058958078,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
482,False,"{'a': 0.002, 'e': 0.5702386403835181}",25,5,-37.09309188938514,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
483,False,"{'a': 0.002, 'e': 0.5685945428247149}",20,8,-54.019467710294435,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
484,False,"{'a': 0.002, 'e': 0.5669481708884985}",20,0,-34.34323266198436,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
485,False,"{'a': 0.002, 'e': 0.5652995311603544}",20,6,11.610230636079276,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.002, 'e': 0.5636486302348395}",25,0,-116.36674230295509,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
487,False,"{'a': 0.002, 'e': 0.561995474715555}",20,7,-70.24659956141204,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
488,False,"{'a': 0.002, 'e': 0.5603400712151212}",20,0,-61.351680891682946,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
489,False,"{'a': 0.002, 'e': 0.5586824263551495}",25,13,-28.1285843164812,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
490,False,"{'a': 0.002, 'e': 0.5570225467662173}",30,11,-23.891481601356,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
491,False,"{'a': 0.002, 'e': 0.5553604390878408}",20,2,-26.883759623315974,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
492,False,"{'a': 0.002, 'e': 0.5536961099684484}",20,0,-26.579645497805,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
493,False,"{'a': 0.002, 'e': 0.5520295660653545}",25,13,-41.81039156208494,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
494,False,"{'a': 0.002, 'e': 0.5503608140447322}",20,0,-34.19218375063055,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
495,False,"{'a': 0.002, 'e': 0.5486898605815876}",20,0,-61.28431557172659,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
496,False,"{'a': 0.002, 'e': 0.5470167123597323}",25,0,-86.83789810582135,"{0: 17, 1: 0, 2: 5, 3: 3, 4: 0}",0
497,False,"{'a': 0.002, 'e': 0.5453413760717569}",25,15,-49.50153500849652,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
498,False,"{'a': 0.002, 'e': 0.5436638584190043}",20,9,12.337580888661499,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.002, 'e': 0.541984166111543}",20,10,1.8847992086393153,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.002, 'e': 0.5403023058681398}",20,0,-60.608698483986146,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
501,False,"{'a': 0.002, 'e': 0.5386182844162335}",20,0,8.418783241284123,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
502,False,"{'a': 0.002, 'e': 0.5369321084919078}",25,16,-9.188248122492077,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
503,False,"{'a': 0.002, 'e': 0.535243784839864}",30,7,-10.457226772615662,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
504,False,"{'a': 0.002, 'e': 0.5335533202133944}",25,0,-50.18874959574128,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
505,False,"{'a': 0.002, 'e': 0.5318607213743555}",30,20,-36.42558283325409,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
506,False,"{'a': 0.002, 'e': 0.5301659950931402}",20,10,-16.34206614351253,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
507,False,"{'a': 0.002, 'e': 0.5284691481486514}",30,0,-14.521838837547717,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
508,False,"{'a': 0.002, 'e': 0.5267701873282746}",35,21,16.084958538003114,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.002, 'e': 0.525069119427851}",20,0,-53.39795421928618,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
510,False,"{'a': 0.002, 'e': 0.5233659512516496}",30,5,-26.90559557929882,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",1
511,False,"{'a': 0.002, 'e': 0.5216606896123411}",35,2,-105.33919586461333,"{0: 24, 1: 2, 2: 5, 3: 0, 4: 2}",1
512,False,"{'a': 0.002, 'e': 0.5199533413309697}",30,12,30.038525670727925,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.002, 'e': 0.5182439132369262}",25,0,-110.61706194830738,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
514,False,"{'a': 0.002, 'e': 0.5165324121679208}",20,6,-56.989780883100494,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
515,False,"{'a': 0.002, 'e': 0.5148188449699553}",35,13,-50.636541582433914,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 1}",1
516,False,"{'a': 0.002, 'e': 0.5131032184972966}",25,0,-9.483735380025688,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
517,False,"{'a': 0.002, 'e': 0.5113855396124478}",20,0,-5.846452366669704,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
518,False,"{'a': 0.002, 'e': 0.5096658151861225}",20,0,-140.38008150340892,"{0: 9, 1: 6, 2: 2, 3: 1, 4: 2}",0
519,False,"{'a': 0.002, 'e': 0.507944052097216}",20,10,-90.18756581726467,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
520,False,"{'a': 0.002, 'e': 0.5062202572327784}",35,0,-99.50851038200568,"{0: 27, 1: 1, 2: 5, 3: 0, 4: 2}",0
521,False,"{'a': 0.002, 'e': 0.5044944374879868}",20,0,6.44950037502913,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
522,False,"{'a': 0.002, 'e': 0.5027665997661179}",30,4,-13.934268598825984,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
523,False,"{'a': 0.002, 'e': 0.5010367509785203}",25,15,-4.063366437476255,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
524,False,"{'a': 0.002, 'e': 0.4993048980445869}",20,3,-44.69133837249934,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.497571047891727}",20,5,-11.61969343050014,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.495835207455339}",25,18,11.285778677017017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.002, 'e': 0.4940973836787822}",20,0,5.859767863550198,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
528,False,"{'a': 0.002, 'e': 0.4923575835133496}",20,11,5.5828620607746,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.002, 'e': 0.49061581391823933}",20,6,-15.16718209542653,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.002, 'e': 0.48887208186052755}",20,5,-24.28252863675888,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
531,False,"{'a': 0.002, 'e': 0.4871263943151402}",30,0,-85.40631702906452,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
532,False,"{'a': 0.002, 'e': 0.48537875826482507}",20,15,1.8603905782764198,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.002, 'e': 0.48362918070012406}",25,11,-32.2580309625215,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
534,False,"{'a': 0.002, 'e': 0.48187766861934506}",25,0,11.009171162952718,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
535,False,"{'a': 0.002, 'e': 0.48012422902853413}",20,0,-49.718736569795205,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
536,False,"{'a': 0.002, 'e': 0.47836886894144715}",20,0,-84.857073006084,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
537,False,"{'a': 0.002, 'e': 0.47661159537952236}",30,13,-9.558753822096154,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
538,False,"{'a': 0.002, 'e': 0.47485241537185147}",20,6,12.018287459357843,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.002, 'e': 0.47309133595515224}",20,12,0.7828750417499422,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.002, 'e': 0.47132836417373997}",30,0,-27.720655538089915,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
541,False,"{'a': 0.002, 'e': 0.46956350707949945}",35,7,-62.10465665410074,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 2}",1
542,False,"{'a': 0.002, 'e': 0.4677967717318567}",20,16,7.109992347115426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.46602816519775075}",20,0,-13.296179288105245,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
544,False,"{'a': 0.002, 'e': 0.46425769455160537}",25,11,-18.620117574941336,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
545,False,"{'a': 0.002, 'e': 0.4624853668753008}",25,0,-40.500280914025915,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
546,False,"{'a': 0.002, 'e': 0.46071118925814536}",20,0,-113.31173324808893,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",1
547,False,"{'a': 0.002, 'e': 0.4589351687968472}",25,0,-4.8898492412298316,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
548,False,"{'a': 0.002, 'e': 0.45715731259548575}",20,0,-49.2319456245075,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
549,False,"{'a': 0.002, 'e': 0.45537762776548346}",20,14,10.55984480081253,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.002, 'e': 0.4535961214255773}",25,12,-27.175979228938857,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
