trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
736,False,"{'a': 0.002, 'e': 0.0986356847625424}",20,0,-41.68049246786136,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
737,False,"{'a': 0.002, 'e': 0.09664524159554555}",25,7,32.71164065135846,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.09465441184771117}",30,11,32.92997087709423,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.002, 'e': 0.09266320348235561}",30,6,17.17484051481052,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.09067162446430967}",35,17,30.449517997187563,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.002, 'e': 0.08867968275988676}",20,2,28.37721837633263,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.08668738633685107}",25,0,-39.32306697310612,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
743,False,"{'a': 0.002, 'e': 0.08469474316438559}",25,11,26.734296342980848,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.002, 'e': 0.0827017612130604}",25,17,14.018292078858725,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.08070844845480062}",20,0,15.508367168173724,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
746,False,"{'a': 0.002, 'e': 0.07871481286285463}",20,13,12.549756969362015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.07672086241176214}",20,8,21.942950841598563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.0747266050773223}",20,13,1.8544343957228315,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.07273204883656179}",20,0,22.300977799598126,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.002, 'e': 0.0707372016677029}",20,10,20.72144767855943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.06874207155013166}",25,6,18.92147108364073,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
752,False,"{'a': 0.002, 'e': 0.06674666646436589}",25,12,25.249446366165134,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.002, 'e': 0.06475099439202324}",25,15,19.834248376020575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.06275506331578937}",20,15,11.56767490086925,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.0607588812193859}",25,10,27.06376944147594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.002, 'e': 0.058762456087538564}",20,0,30.256101163174144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
757,False,"{'a': 0.002, 'e': 0.05676579590594523}",25,7,36.048769070685914,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.05476890866124396}",20,14,9.825424605691415,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.002, 'e': 0.05277180234098107}",20,13,14.104042447128508,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.05077448493357918}",30,22,14.52710671918231,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.002, 'e': 0.04877696442830525}",35,20,25.119366444081116,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.04677924881523865}",25,15,18.92358796835522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.044781346085239156}",20,1,21.636709083758202,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.04278326422991503}",25,13,15.07132141407901,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.002, 'e': 0.040785011241591035}",20,2,28.419421387097714,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.038786595113276444}",25,0,4.502206539878296,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
767,False,"{'a': 0.002, 'e': 0.036788023838633124}",20,11,7.423986628828912,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
768,False,"{'a': 0.002, 'e': 0.03478930541194349}",25,16,14.853520709963025,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.032790447828078606}",25,15,15.114133823652757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.002, 'e': 0.030791459082466124}",30,16,22.7139776118702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.028792347171058368}",25,13,19.858811449608385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.026793120090300316}",20,14,10.567180753614977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.002, 'e': 0.02479378583709763}",30,13,32.45393870639694,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.022794352408784652}",35,25,20.43269014135141,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.02079482780309243}",30,23,10.36659694210871,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.018795220018116725}",30,4,33.919009366996576,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.002, 'e': 0.016795537052286005}",20,9,19.937438469544084,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.002, 'e': 0.01479578690432947}",30,16,24.588989116287372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.012795977573245047}",35,21,26.18549194122226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.010796117058267392}",25,13,26.040474960329856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.002, 'e': 0.0087962133588359}",20,12,16.966077373688016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.002, 'e': 0.0067962744745627}",25,18,13.827658971076145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.002, 'e': 0.004796308405200663}",25,17,14.898778498624866,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.002, 'e': 0.0027963231506114}",20,6,26.25451827135077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.002, 'e': 0.0007963267107332633}",20,0,28.877624730162946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,11,18.25048378184914,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,28.682728269844453,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,13,11.534670966508328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,24,13.341732163219698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,3,35.45717486220069,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,5,30.3080719346647,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,22,15.939215595514352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,6,29.95680120382874,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",35,11,40.30094888471969,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,8,29.669709070764416,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
